contacts,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70+
0-4,0.022727272727272728,0.008193305002613133,0.0,0.007352941176470588,0.035398230088495575,0.0,0.24565987175132792,0.005575494133131204,0.01671697987916415,0.03508771929824561,0.01694915254237288,0.0,0.0,0.0,0.06857768237682128
5-9,0.008064516129032258,0.1,0.07386363636363637,0.0,0.0,0.021505344208848615,0.12545797315138404,0.01210556049123451,0.011020264897312039,0.00208896216428801,0.025735294117647058,0.009592852372603078,0.009345794392523366,0.01285586074874132,0.0020276079857885574
10-14,0.0,0.08142073600987586,0.4270833333333333,0.07396221025568848,0.006060606060606061,0.0,0.0,0.05274300361210173,0.0028425769541546107,0.004342209814467518,0.004117509589575342,0.03548882048217618,0.011855984414080104,0.0,0.007953715122442
15-19,0.008041559528509734,0.0,0.07455307112738614,0.1956521739130435,0.05545312704194817,0.004807692307692307,0.0,0.0,0.03785438040080147,0.03552265339799267,0.06394431951236285,0.004470687556390981,0.008849557522123894,0.0,0.0
20-24,0.04016004478869283,0.0,0.006337313099903028,0.05752537949916054,0.24637681159420288,0.18011060681896243,0.08564209723888022,0.030927689808041968,0.013452914798206279,0.06789850763889888,0.026283435153331498,0.011718750000000002,0.05793134564369295,0.01635590592878005,0.035643593255868536
25-29,0.0,0.025510204081632654,0.0,0.005132680168305303,0.18535887132863238,0.08620689655172414,0.04856522837406723,0.028176853336677625,0.17952508052177152,0.08218062396671266,0.04075400283486777,0.05280528052805279,0.11944801602281034,0.0916934885836906,0.0438853584893156
30-34,0.302865490824468,0.15714285714285714,0.0,0.0,0.09306582341050018,0.05128073941760052,0.11538461538461539,0.10750341778266066,0.08706885642785724,0.08644775571058129,0.04874205047893309,0.11390897055359041,0.06867325435295062,0.011976047904191616,0.031593516818146615
35-39,0.007407407407407408,0.016339869281045753,0.06458388923289052,0.0,0.03621743660587862,0.032061854008315176,0.11584827438887739,0.16371681415929204,0.03434940653829011,0.04799272574049459,0.04217742996378444,0.054516326158450014,0.06111111111111111,0.015209125475285171,0.06545454545454545
40-44,0.025522846729951906,0.017094017094017092,0.004,0.05284552845528455,0.01810402095973105,0.23475221318366638,0.10782477542124953,0.03947368421052633,0.13636363636363635,0.05874388811716433,0.05925731333566856,0.07586699131186582,0.2050197326029785,0.024430690944932124,0.0858833328147298
45-49,0.0626238598155255,0.003787878787878788,0.007142857142857143,0.05797101449275362,0.10681500866869312,0.12562249035322634,0.12514769177202606,0.06447290512500392,0.06867142936682892,0.08152173913043478,0.10773111811413916,0.09997008454850208,0.37168458693620415,0.03537808979439688,0.03185774414904989
50-54,0.031015187362138416,0.0478449785255967,0.006944444444444444,0.1069914814920517,0.04239317124688355,0.06387191899889594,0.07234602014300266,0.05809298136848699,0.07102268474352172,0.11045436829507918,0.05729166666666667,0.11563760123015948,0.1421949160325491,0.02442242376957629,0.04888125263374743
55-59,0.0,0.017090675604009047,0.05735862022920009,0.007168458781362007,0.01811337220657837,0.07930878366033946,0.16202163809532594,0.07195721983638499,0.08713893170751034,0.09822364134139853,0.11081621592052368,0.12834224598930483,0.12779013887376708,0.02089185708859434,0.03019487807372026
60-64,0.0,0.014172941158456874,0.016310866834482723,0.01207828634527564,0.07621912001570481,0.1527056716955923,0.08314478453996738,0.06865944146433862,0.2004413524866559,0.3108513907487042,0.11599001453797357,0.10877513574154056,0.12686567164179105,0.033348375379620716,0.053241559381186174
65-69,0.0,0.017094017094017092,0.0,0.0,0.018867924528301886,0.10278125960367096,0.012713353434081042,0.014982474303067667,0.020942408376963352,0.02594250177302041,0.017467248908296942,0.015592241428653108,0.029239766081871347,0.0,0.0
70+,0.25806451612903225,0.007751937984496124,0.027586206896551724,0.0,0.11822636252414008,0.1414420076616152,0.09643349130925807,0.18539688472408541,0.21168158860740346,0.06717007259392734,0.10052206353451829,0.06479598661137685,0.1342249657621576,0.0,0.06122448979591837
