contacts,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70+
0-4,0.08888888888888889,0.06371880239348392,0.0,0.0,0.020408163265306124,0.0,0.09118800212390175,0.005903464376256568,0.03647251246556767,0.0,0.004149377593360995,0.0,0.0,0.0,0.005840407015608406
5-9,0.06271721966422363,0.14285714285714285,0.05940594059405941,0.0,0.0,0.007394820113919874,0.12661357322446448,0.32232233920946735,0.02231603641705688,0.0036163017139149815,0.003401360544217686,0.010204846959905197,0.008620689655172414,0.01175106021564636,0.001816398820602249
10-14,0.0,0.06548385165760008,0.3173076923076923,0.07533295685790788,0.0,0.0,0.0037770439662489553,0.03848182855109548,0.002671594881724258,0.00781877008392865,0.001976404602996164,0.019817944917126396,0.022914927859146422,0.0,0.023065773855081795
15-19,0.0,0.0,0.075934768193761,0.2345679012345679,0.044238458610101915,0.023696682464454978,0.0,0.0,0.06779996337693407,0.0,0.007220216606498193,0.004065040650406504,0.013953488372093023,0.0,0.0
20-24,0.0231534952098076,0.0,0.0,0.04589162515720618,0.22641509433962262,0.3038448250594519,0.09077686085312407,0.027086191990009053,0.030039717636460465,0.10104357297329448,0.014538121251699492,0.018348623853211007,0.03208556149732621,0.010444132701510154,0.0101010101010101
25-29,0.0,0.008771929824561403,0.0,0.025298518365106715,0.3126985957505321,0.11538461538461539,0.10281591992333501,0.07121483171206491,0.3406567525372545,0.10124979890277322,0.05194115047848912,0.07794885729840728,0.07095894339823342,0.06268189845815414,0.03017199453229698
30-34,0.11242250850197656,0.15859030837004406,0.004291845493562232,0.0,0.09864568447397883,0.10856484307988577,0.17054263565891473,0.2039149010565766,0.14971704185366105,0.36602454476362983,0.06273809387210126,0.1766031810186135,0.09042446695380438,0.04922022814368185,0.04739050449467916
35-39,0.00784313725490196,0.43506493506493504,0.04712105838532086,0.0,0.03171890456033116,0.08103387238797276,0.21974361277835835,0.3,0.11765827513591605,0.04724094410301145,0.05907971575048317,0.07208129441834589,0.0377906976744186,0.008333333333333333,0.0078125
40-44,0.05568483974041179,0.03461538461538462,0.0037593984962406017,0.09465020576131687,0.040425416043472946,0.4454526708004059,0.18540735547595733,0.1352106503584899,0.1234567901234568,0.05805348708511158,0.07310535574553688,0.13376540695624614,0.16163897063739685,0.030379309703659083,0.12554994489407292
45-49,0.0,0.006557377049180327,0.012861736334405146,0.0,0.15895739830480327,0.15477190695317283,0.5298821991681626,0.063462969860017,0.06786435262698433,0.12077294685990338,0.10026868608709576,0.15351258505643314,0.04806861375784705,0.037209104829374305,0.043478260869565216
50-54,0.007592929686166664,0.006323534576755247,0.0033333333333333335,0.012080849046699168,0.02344887798097174,0.08140503325560725,0.09311982894454505,0.08137330390437032,0.0876202166771706,0.10280329931964388,0.05102040816326531,0.1816221695962962,0.14281702683487627,0.030933269044430146,0.06934042101129392
55-59,0.0,0.018181008338917143,0.032030649674467705,0.006518030164139612,0.028360998684306193,0.11707217532469796,0.25119651720510816,0.09514158260549183,0.15363960610580585,0.15083077266638123,0.17404962873518934,0.13333333333333333,0.0928030166911142,0.013742440963308372,0.029999981097367477
60-64,0.0,0.013073316413404184,0.03152520480614308,0.019044367772318337,0.04221433552704349,0.0907158902695168,0.10947963501736148,0.0424585340979261,0.1580293441892822,0.04020127808139036,0.11649747741371831,0.07899405092416442,0.09701492537313433,0.02086306898749442,0.03314772995672245
65-69,0.0,0.015624999999999997,0.0,0.0,0.012048192771084338,0.07026152649867012,0.05225047206747695,0.008209147378555826,0.026041666666666664,0.027285172083016968,0.022123893805309734,0.010256410256410256,0.018292682926829267,0.0,0.026315789473684213
70+,0.021978021978021976,0.006944444444444443,0.08,0.0,0.03350407669309269,0.09724399272806111,0.14465093676130647,0.022128534418022348,0.30945016819597826,0.09167120952452948,0.14259540889087827,0.06437775204061554,0.08356729160916607,0.07566581700500336,0.15217391304347824
