cont_id,distance,relationship,setting,location_multi,location_fine_multi
1,Less than 1 meter,Coworker,indoor,Home,Home
2,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
3,Between 1 and 2 meters,Coworker,indoor,Home,Home
4,Between 1 and 2 meters,Coworker,indoor,Home,Home
5,Pyshical contact,School/college mate,indoor,Home,Home
6,Pyshical contact,School/college mate,indoor,Home,Home
7,,School/college mate,indoor,Home,Home
8,,School/college mate,indoor,Home,Home
9,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
10,Between 1 and 2 meters,Non-cohabitant relative/family member,outdoor,Home,Home
11,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Home,Home
12,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
13,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
14,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
15,Between 1 and 2 meters,Coworker,outdoor,Work,Work
16,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
17,Between 1 and 2 meters,Coworker,outdoor,Work,Work
18,Between 1 and 2 meters,Coworker,outdoor,Work,Work
19,Between 1 and 2 meters,Coworker,outdoor,Work,Work
20,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Shopping
21,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
22,Between 1 and 2 meters,Friend or acquaintance,outdoor,Home,Home
23,Between 1 and 2 meters,Friend or acquaintance,outdoor,Home,Home
24,Between 1 and 2 meters,Friend or acquaintance,outdoor,Home,Home
25,Between 1 and 2 meters,Friend or acquaintance,outdoor,Home,Home
26,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
27,Between 1 and 2 meters,Other,indoor,Other,Shopping
28,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
29,Less than 1 meter,Non-cohabitant relative/family member,indoor,Home,Home
30,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
31,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
32,Less than 1 meter,Non-cohabitant relative/family member,indoor,Home,Home
33,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
34,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Home,Home
35,More than 2 meters,Friend or acquaintance,indoor,Leisure,Leisure
36,Between 1 and 2 meters,Friend or acquaintance,indoor,Leisure,Leisure
37,Less than 1 meter,Non-cohabitant relative/family member,indoor,Home,Home
38,More than 2 meters,Friend or acquaintance,indoor,Other,Otherindoor
39,Between 1 and 2 meters,Friend or acquaintance,indoor,Leisure,Leisure
40,Between 1 and 2 meters,Friend or acquaintance,indoor,Leisure,Leisure
41,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
42,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
43,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
44,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
45,Between 1 and 2 meters,Other,indoor,Leisure,Restaurant
46,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
47,Between 1 and 2 meters,Other,indoor,Home,Home
48,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
49,Pyshical contact,Coworker,indoor,Home,Home
50,Less than 1 meter,Non-cohabitant relative/family member,outdoor,Other,Otheroutdoor
51,Between 1 and 2 meters,Other,indoor,Home,Home
52,Less than 1 meter,Coworker,indoor,Home,Home
53,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
54,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
55,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
56,Between 1 and 2 meters,Coworker,indoor,Work,Work
57,Between 1 and 2 meters,Coworker,indoor,Work,Work
58,Between 1 and 2 meters,Other,indoor,Home,Home
59,Pyshical contact,Coworker,indoor,Work,Work
60,Between 1 and 2 meters,Coworker,indoor,Work,Work
61,Between 1 and 2 meters,Coworker,indoor,Work,Work
62,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
63,Less than 1 meter,Friend or acquaintance,indoor,Home,Home
64,Less than 1 meter,Friend or acquaintance,indoor,Home,Home
65,Pyshical contact,Friend or acquaintance,indoor,Home,Home
66,Pyshical contact,Other,indoor,Other,Shopping
67,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
68,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
69,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
70,Between 1 and 2 meters,Other,indoor,Other,Otherindoor
71,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
72,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
73,Between 1 and 2 meters,Other,indoor,Other,Shopping
74,Pyshical contact,Friend or acquaintance,indoor,Leisure,Leisure
75,Between 1 and 2 meters,Other,indoor,Other,Shopping
76,Pyshical contact,Cohabitant,outdoor,Home,Cohabitant
77,Pyshical contact,Cohabitant,outdoor,Home,Cohabitant
78,Pyshical contact,Cohabitant,outdoor,Home,Cohabitant
79,Pyshical contact,School/college mate,indoor,Home,Home
80,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
81,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
82,Between 1 and 2 meters,Friend or acquaintance,outdoor,Leisure,Restaurant
83,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
84,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Shopping
85,Pyshical contact,Non-cohabitant relative/family member,indoor,Transport,Transport
86,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
87,Pyshical contact,Friend or acquaintance,indoor,Work,Work
88,Pyshical contact,Coworker,indoor,Work,Work
89,Pyshical contact,Coworker,indoor,Work,Work
90,Pyshical contact,Coworker,indoor,Work,Work
91,Pyshical contact,Friend or acquaintance,indoor,Work,Work
92,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
93,Pyshical contact,Coworker,indoor,Work,Work
94,Pyshical contact,Coworker,indoor,Work,Work
95,Pyshical contact,Coworker,indoor,Work,Work
96,Pyshical contact,Coworker,indoor,Work,Work
97,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
98,Between 1 and 2 meters,Other,indoor,Other,Shopping
99,More than 2 meters,Cohabitant,indoor,Home,Cohabitant
100,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
101,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
102,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
103,,Coworker,indoor,Work,Work
104,,Coworker,indoor,Home,Home
105,,Coworker,indoor,Work,Work
106,,Cohabitant,indoor,Home,Cohabitant
107,,Coworker,indoor,Home,Home
108,,Coworker,indoor,Home,Home
109,,Coworker,indoor,Work,Work
110,,Coworker,indoor,Home,Home
111,,Coworker,indoor,Work,Work
112,Pyshical contact,Other,indoor,Leisure,Homeguest
113,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
114,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
115,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
116,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
117,Between 1 and 2 meters,Other,indoor,Other,Shopping
118,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
119,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
120,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Shopping
121,Between 1 and 2 meters,Cohabitant,outdoor,Leisure,Restaurant
122,Between 1 and 2 meters,Friend or acquaintance,indoor,Other,Shopping
123,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
124,Between 1 and 2 meters,Coworker,indoor,Home,Home
125,Between 1 and 2 meters,Coworker,indoor,Home,Home
126,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
127,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
128,More than 2 meters,Coworker,indoor,Work,Work
129,More than 2 meters,Coworker,outdoor,Home,Home
130,More than 2 meters,Coworker,outdoor,Home,Home
131,More than 2 meters,Coworker,indoor,Work,Work
132,More than 2 meters,Coworker,indoor,Work,Work
133,More than 2 meters,Coworker,outdoor,Home,Home
134,More than 2 meters,Coworker,outdoor,Home,Home
135,More than 2 meters,Coworker,indoor,Work,Work
136,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
137,Pyshical contact,School/college mate,indoor,Home,Home
138,Pyshical contact,School/college mate,indoor,Home,Home
139,Pyshical contact,School/college mate,indoor,Home,Home
140,Pyshical contact,School/college mate,indoor,Home,Home
141,Pyshical contact,School/college mate,indoor,Home,Home
142,Pyshical contact,School/college mate,indoor,Home,Home
143,Pyshical contact,School/college mate,indoor,Home,Home
144,Pyshical contact,School/college mate,indoor,Home,Home
145,Pyshical contact,School/college mate,indoor,Home,Home
146,Pyshical contact,School/college mate,indoor,Home,Home
147,Pyshical contact,School/college mate,indoor,Home,Home
148,Pyshical contact,School/college mate,indoor,Home,Home
149,Pyshical contact,School/college mate,indoor,Home,Home
150,Pyshical contact,School/college mate,indoor,School,School
151,Pyshical contact,School/college mate,indoor,Home,Home
152,Pyshical contact,School/college mate,indoor,School,School
153,Pyshical contact,School/college mate,indoor,School,School
154,Pyshical contact,School/college mate,indoor,Home,Home
155,Pyshical contact,School/college mate,indoor,School,School
156,Pyshical contact,School/college mate,indoor,School,School
157,Pyshical contact,School/college mate,indoor,Home,Home
158,Pyshical contact,School/college mate,indoor,School,School
159,Pyshical contact,School/college mate,indoor,School,School
160,Pyshical contact,School/college mate,indoor,School,School
161,Pyshical contact,School/college mate,indoor,Home,Home
162,Pyshical contact,School/college mate,indoor,Home,Home
163,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
164,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
165,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
166,Pyshical contact,Other,indoor,Home,Home
167,Pyshical contact,Other,indoor,Home,Home
168,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
169,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
170,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
171,Between 1 and 2 meters,School/college mate,outdoor,Home,Home
172,Between 1 and 2 meters,Friend or acquaintance,outdoor,Home,Home
173,Between 1 and 2 meters,School/college mate,outdoor,Home,Home
174,Between 1 and 2 meters,Non-cohabitant relative/family member,outdoor,Leisure,Homeguest
175,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
176,More than 2 meters,Non-cohabitant relative/family member,outdoor,Leisure,Homeguest
177,Between 1 and 2 meters,Non-cohabitant relative/family member,outdoor,Leisure,Homeguest
178,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
179,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
180,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
181,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
182,Pyshical contact,Cohabitant,indoor,Home,Home
183,Pyshical contact,Friend or acquaintance,outdoor,Home,Home
184,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
185,Pyshical contact,Cohabitant,indoor,Work,Work
186,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
187,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
188,Less than 1 meter,Coworker,indoor,Work,Work
189,Less than 1 meter,Coworker,indoor,Work,Work
190,Between 1 and 2 meters,Friend or acquaintance,outdoor,Leisure,Leisure
191,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
192,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
193,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
194,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
195,Between 1 and 2 meters,Friend or acquaintance,outdoor,Transport,Transport
196,More than 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
197,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
198,Pyshical contact,Cohabitant,indoor,Transport,Transport
199,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
200,Pyshical contact,Cohabitant,indoor,Home,Home
201,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
202,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
203,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
204,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
205,Pyshical contact,Friend or acquaintance,indoor,Home,Home
206,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
207,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
208,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
209,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
210,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
211,Less than 1 meter,Other,indoor,Other,Shopping
212,Pyshical contact,Coworker,indoor,Work,Work
213,Between 1 and 2 meters,Other,outdoor,Work,Work
214,Pyshical contact,Coworker,indoor,Work,Work
215,Pyshical contact,Friend or acquaintance,indoor,Work,Work
216,Pyshical contact,Coworker,indoor,Work,Work
217,Pyshical contact,Friend or acquaintance,indoor,Work,Work
218,Pyshical contact,Friend or acquaintance,indoor,Work,Work
219,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
220,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
221,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
222,Less than 1 meter,Other,indoor,Leisure,Homeguest
223,Less than 1 meter,Other,indoor,Other,Shopping
224,Less than 1 meter,Other,indoor,Leisure,Homeguest
225,Less than 1 meter,Other,indoor,Leisure,Homeguest
226,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
227,Between 1 and 2 meters,Friend or acquaintance,indoor,Leisure,Homeguest
228,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
229,Between 1 and 2 meters,Coworker,indoor,Work,Work
230,More than 2 meters,Coworker,indoor,Work,Work
231,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
232,More than 2 meters,Coworker,indoor,Work,Work
233,Between 1 and 2 meters,Coworker,indoor,Work,Work
234,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
235,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
236,Between 1 and 2 meters,Coworker,indoor,Work,Work
237,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
238,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
239,Between 1 and 2 meters,Coworker,outdoor,Work,Work
240,Between 1 and 2 meters,Coworker,outdoor,Work,Work
241,Between 1 and 2 meters,Coworker,outdoor,Other,Otheroutdoor
242,Between 1 and 2 meters,Coworker,indoor,Work,Work
243,Between 1 and 2 meters,Coworker,outdoor,Home,Home
244,Between 1 and 2 meters,Coworker,indoor,Work,Work
245,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
246,Between 1 and 2 meters,Coworker,outdoor,Home,Home
247,Between 1 and 2 meters,Other,indoor,Home,Home
248,Between 1 and 2 meters,Other,indoor,Home,Home
249,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
250,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
251,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
252,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
253,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
254,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
255,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
256,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
257,Less than 1 meter,Other,indoor,Other,Otherindoor
258,Less than 1 meter,Other,indoor,Other,Otherindoor
259,Less than 1 meter,Other,indoor,Other,Otherindoor
260,Less than 1 meter,Other,indoor,Transport,Transport
261,Less than 1 meter,Other,indoor,Other,Otherindoor
262,Less than 1 meter,Other,indoor,Transport,Transport
263,Pyshical contact,Other,indoor,Other,Otherindoor
264,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
265,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
266,Between 1 and 2 meters,Coworker,indoor,Work,Work
267,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
268,Between 1 and 2 meters,Coworker,indoor,Work,Work
269,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
270,Between 1 and 2 meters,Coworker,indoor,Work,Work
271,Between 1 and 2 meters,Coworker,indoor,Work,Work
272,Less than 1 meter,Coworker,indoor,Work,Work
273,More than 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
274,More than 2 meters,Friend or acquaintance,outdoor,Home,Home
275,More than 2 meters,Cohabitant,indoor,Home,Cohabitant
276,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
277,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
278,Less than 1 meter,Coworker,indoor,Work,Work
279,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
280,Between 1 and 2 meters,Coworker,indoor,Work,Work
281,Between 1 and 2 meters,Other,indoor,Leisure,Restaurant
282,Between 1 and 2 meters,Other,indoor,Other,Shopping
283,Between 1 and 2 meters,Other,indoor,Other,Otherindoor
284,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
285,Between 1 and 2 meters,Coworker,outdoor,Leisure,Homeguest
286,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
287,Less than 1 meter,Coworker,indoor,Home,Home
288,Between 1 and 2 meters,Other,indoor,Work,Work
289,Less than 1 meter,Coworker,indoor,Work,Work
290,Less than 1 meter,Coworker,indoor,Work,Work
291,Less than 1 meter,Coworker,indoor,Work,Work
292,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
293,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
294,Pyshical contact,Cohabitant,indoor,Transport,Transport
295,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
296,Pyshical contact,Cohabitant,indoor,Transport,Transport
297,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
298,Pyshical contact,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
299,Pyshical contact,School/college mate,indoor,School,School
300,Less than 1 meter,School/college mate,indoor,School,School
301,Pyshical contact,School/college mate,indoor,School,School
302,Less than 1 meter,School/college mate,indoor,School,School
303,Pyshical contact,School/college mate,indoor,School,School
304,Pyshical contact,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
305,Less than 1 meter,School/college mate,indoor,School,School
306,Less than 1 meter,School/college mate,indoor,School,School
307,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
308,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
309,Pyshical contact,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
310,Between 1 and 2 meters,School/college mate,indoor,School,School
311,Less than 1 meter,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
312,Less than 1 meter,Non-cohabitant relative/family member,indoor,Home,Home
313,Less than 1 meter,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
314,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
315,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
316,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
317,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
318,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
319,More than 2 meters,Coworker,outdoor,Home,Home
320,More than 2 meters,Coworker,outdoor,Home,Home
321,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
322,More than 2 meters,Coworker,outdoor,Home,Home
323,More than 2 meters,Non-cohabitant relative/family member,indoor,Home,Home
324,More than 2 meters,Non-cohabitant relative/family member,indoor,Home,Home
325,More than 2 meters,Coworker,outdoor,Home,Home
326,More than 2 meters,Coworker,outdoor,Home,Home
327,More than 2 meters,Friend or acquaintance,outdoor,Home,Home
328,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
329,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
330,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
331,Between 1 and 2 meters,Friend or acquaintance,outdoor,Leisure,Leisure
332,Pyshical contact,Coworker,indoor,Home,Home
333,Pyshical contact,Coworker,indoor,Home,Home
334,Less than 1 meter,Coworker,indoor,Work,Work
335,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
336,Pyshical contact,Cohabitant,indoor,Home,Home
337,Pyshical contact,Coworker,indoor,Work,Work
338,Pyshical contact,Other,indoor,Home,Home
339,Pyshical contact,Other,indoor,Other,Shopping
340,Less than 1 meter,Coworker,indoor,Home,Home
341,Pyshical contact,Other,indoor,Other,Otherindoor
342,Less than 1 meter,Coworker,indoor,Home,Home
343,Less than 1 meter,Coworker,indoor,Work,Work
344,Pyshical contact,Coworker,indoor,Home,Home
345,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
346,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
347,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
348,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
349,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
350,,Coworker,indoor,Work,Work
351,Pyshical contact,Cohabitant,indoor,Home,Home
352,,Coworker,indoor,Work,Work
353,,Coworker,indoor,Work,Work
354,,Cohabitant,indoor,Home,Cohabitant
355,,Cohabitant,indoor,Home,Cohabitant
356,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
357,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
358,,Cohabitant,indoor,Home,Cohabitant
359,,Cohabitant,indoor,Home,Cohabitant
360,,Cohabitant,indoor,Home,Cohabitant
361,Pyshical contact,Friend or acquaintance,indoor,Home,Home
362,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
363,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
364,Less than 1 meter,Non-cohabitant relative/family member,indoor,Home,Home
365,Less than 1 meter,Non-cohabitant relative/family member,indoor,Home,Home
366,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
367,Between 1 and 2 meters,Coworker,indoor,Home,Home
368,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
369,Pyshical contact,Coworker,indoor,Home,Home
370,Pyshical contact,Coworker,indoor,Home,Home
371,Between 1 and 2 meters,Coworker,indoor,Home,Home
372,Between 1 and 2 meters,Coworker,indoor,Home,Home
373,Between 1 and 2 meters,Coworker,indoor,Home,Home
374,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
375,Between 1 and 2 meters,Other,outdoor,Other,Shopping
376,Pyshical contact,Friend or acquaintance,indoor,Work,Work
377,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
378,Less than 1 meter,Friend or acquaintance,outdoor,Other,Otheroutdoor
379,Pyshical contact,Other,indoor,Home,Home
380,Pyshical contact,Other,indoor,Home,Home
381,Pyshical contact,Other,indoor,Home,Home
382,Pyshical contact,Other,indoor,Home,Home
383,Pyshical contact,Other,indoor,Home,Home
384,Pyshical contact,Other,indoor,Home,Home
385,Pyshical contact,Other,indoor,Home,Home
386,Pyshical contact,Other,indoor,Home,Home
387,Pyshical contact,Other,indoor,Home,Home
388,Pyshical contact,Other,indoor,Home,Home
389,Pyshical contact,Other,indoor,Home,Home
390,Pyshical contact,Other,indoor,Home,Home
391,Pyshical contact,Other,indoor,Home,Home
392,Pyshical contact,Other,indoor,Home,Home
393,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
394,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
395,Less than 1 meter,Friend or acquaintance,outdoor,Home,Home
396,,Cohabitant,indoor,Home,Cohabitant
397,,Cohabitant,indoor,Home,Cohabitant
398,,Cohabitant,indoor,Home,Cohabitant
399,More than 2 meters,Friend or acquaintance,outdoor,Other,Shopping
400,More than 2 meters,Coworker,outdoor,Home,Home
401,More than 2 meters,Coworker,outdoor,Home,Home
402,,Cohabitant,indoor,Home,Cohabitant
403,Pyshical contact,Non-cohabitant relative/family member,outdoor,Home,Home
404,Pyshical contact,Non-cohabitant relative/family member,outdoor,Home,Home
405,Pyshical contact,Non-cohabitant relative/family member,outdoor,Home,Home
406,Pyshical contact,Non-cohabitant relative/family member,outdoor,Home,Home
407,Pyshical contact,Non-cohabitant relative/family member,outdoor,Home,Home
408,Less than 1 meter,Cohabitant,outdoor,Home,Home
409,Between 1 and 2 meters,Cohabitant,outdoor,Home,Home
410,Pyshical contact,School/college mate,indoor,Home,Home
411,Pyshical contact,School/college mate,indoor,Home,Home
412,Pyshical contact,School/college mate,indoor,Home,Home
413,Less than 1 meter,School/college mate,indoor,School,School
414,Less than 1 meter,School/college mate,indoor,School,School
415,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
416,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
417,Between 1 and 2 meters,Friend or acquaintance,indoor,Other,Otherindoor
418,Between 1 and 2 meters,Other,indoor,Work,Work
419,Between 1 and 2 meters,Other,indoor,Work,Work
420,Between 1 and 2 meters,Other,indoor,Work,Work
421,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
422,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
423,Between 1 and 2 meters,Other,indoor,Work,Work
424,Between 1 and 2 meters,Other,indoor,Work,Work
425,Between 1 and 2 meters,Other,indoor,Work,Work
426,Between 1 and 2 meters,Other,indoor,Work,Work
427,Between 1 and 2 meters,Other,indoor,Work,Work
428,Between 1 and 2 meters,Other,indoor,Work,Work
429,Between 1 and 2 meters,Other,indoor,Work,Work
430,Between 1 and 2 meters,Other,indoor,Work,Work
431,Between 1 and 2 meters,Other,indoor,Work,Work
432,Pyshical contact,Other,indoor,Work,Work
433,Less than 1 meter,Other,indoor,Work,Work
434,Between 1 and 2 meters,Other,indoor,Work,Work
435,Between 1 and 2 meters,Other,indoor,Work,Work
436,Pyshical contact,Coworker,indoor,Home,Home
437,Between 1 and 2 meters,Other,indoor,Work,Work
438,Pyshical contact,Coworker,indoor,Home,Home
439,Between 1 and 2 meters,Other,indoor,Work,Work
440,Pyshical contact,Coworker,indoor,Home,Home
441,Pyshical contact,Other,indoor,Work,Work
442,Less than 1 meter,Other,outdoor,Home,Home
443,Pyshical contact,Coworker,indoor,Home,Home
444,Pyshical contact,Other,indoor,Other,Shopping
445,Pyshical contact,Coworker,indoor,Work,Work
446,Pyshical contact,Coworker,indoor,Home,Home
447,Less than 1 meter,Friend or acquaintance,indoor,Home,Home
448,Pyshical contact,Coworker,indoor,Home,Home
449,Pyshical contact,Coworker,indoor,Home,Home
450,Pyshical contact,Coworker,indoor,Home,Home
451,Pyshical contact,Coworker,indoor,Home,Home
452,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
453,Pyshical contact,Coworker,indoor,Home,Home
454,Pyshical contact,Coworker,indoor,Home,Home
455,Pyshical contact,Coworker,indoor,Home,Home
456,Pyshical contact,Non-cohabitant relative/family member,outdoor,Home,Home
457,Between 1 and 2 meters,Coworker,indoor,Work,Work
458,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
459,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
460,Less than 1 meter,School/college mate,indoor,Other,Otherindoor
461,Less than 1 meter,School/college mate,indoor,Other,Otherindoor
462,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
463,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
464,Pyshical contact,Cohabitant,indoor,Transport,Transport
465,Between 1 and 2 meters,School/college mate,indoor,Home,Home
466,Between 1 and 2 meters,School/college mate,indoor,Home,Home
467,Between 1 and 2 meters,School/college mate,indoor,Home,Home
468,Between 1 and 2 meters,School/college mate,indoor,Home,Home
469,Between 1 and 2 meters,School/college mate,indoor,Home,Home
470,Between 1 and 2 meters,School/college mate,indoor,Home,Home
471,Between 1 and 2 meters,School/college mate,indoor,Home,Home
472,Between 1 and 2 meters,School/college mate,indoor,Home,Home
473,Less than 1 meter,School/college mate,indoor,Home,Home
474,Between 1 and 2 meters,School/college mate,indoor,Home,Home
475,Between 1 and 2 meters,School/college mate,indoor,Home,Home
476,Between 1 and 2 meters,School/college mate,indoor,Home,Home
