cont_id,distance,relationship,setting,location_multi,location_fine_multi
1456,Between 1 and 2 meters,Coworker,indoor,Home,Home
1457,Between 1 and 2 meters,Coworker,indoor,Home,Home
1458,Between 1 and 2 meters,Coworker,indoor,Work,Work
1459,,Coworker,indoor,Work,Work
1460,Between 1 and 2 meters,Friend or acquaintance,indoor,Leisure,Restaurant
1461,More than 2 meters,Coworker,indoor,Work,Work
1462,,Coworker,indoor,Work,Work
1463,Between 1 and 2 meters,Coworker,indoor,Home,Home
1464,Between 1 and 2 meters,Coworker,outdoor,Other,Otheroutdoor
1465,Less than 1 meter,Coworker,indoor,Home,Home
1466,Between 1 and 2 meters,Coworker,indoor,Home,Home
1467,Between 1 and 2 meters,Coworker,outdoor,Work,Work
1468,Less than 1 meter,Coworker,indoor,Home,Home
1469,,Coworker,indoor,Work,Work
1470,,Coworker,outdoor,Work,Work
1471,Between 1 and 2 meters,Coworker,indoor,Home,Home
1472,Pyshical contact,Cohabitant,indoor,Leisure,Homeguest
1473,Pyshical contact,Cohabitant,indoor,Home,Home
1474,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Leisure,Restaurant
1475,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1476,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1477,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1478,Pyshical contact,Non-cohabitant relative/family member,outdoor,Home,Home
1479,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1480,Between 1 and 2 meters,Other,indoor,Home,Home
1481,Between 1 and 2 meters,Other,indoor,Home,Home
1482,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1483,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Home,Home
1484,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1485,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Home,Home
1486,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Home,Home
1487,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Home,Home
1488,Between 1 and 2 meters,Non-cohabitant relative/family member,indoor,Home,Home
1489,Between 1 and 2 meters,School/college mate,indoor,School,School
1490,Between 1 and 2 meters,School/college mate,indoor,School,School
1491,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1492,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1493,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1494,Pyshical contact,Cohabitant,indoor,Home,Home
1495,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1496,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1497,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
1498,Between 1 and 2 meters,School/college mate,indoor,School,School
1499,Pyshical contact,School/college mate,indoor,School,School
1500,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1501,Pyshical contact,Cohabitant,indoor,Leisure,Homeguest
1502,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1503,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1504,Pyshical contact,Cohabitant,indoor,Leisure,Homeguest
1505,More than 2 meters,Coworker,indoor,Work,Work
1506,More than 2 meters,Coworker,indoor,Work,Work
1507,More than 2 meters,Coworker,indoor,Work,Work
1508,More than 2 meters,Coworker,outdoor,Work,Work
1509,More than 2 meters,Coworker,outdoor,Work,Work
1510,More than 2 meters,Coworker,indoor,Work,Work
1511,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1512,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1513,Pyshical contact,Coworker,indoor,Work,Work
1514,Between 1 and 2 meters,Other,indoor,Work,Work
1515,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1516,Between 1 and 2 meters,Other,indoor,Work,Work
1517,Less than 1 meter,Coworker,indoor,Work,Work
1518,Less than 1 meter,Coworker,indoor,Work,Work
1519,Pyshical contact,Cohabitant,indoor,Home,Home
1520,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1521,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1522,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1523,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1524,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1525,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1526,Pyshical contact,Other,indoor,Transport,Transport
1527,Less than 1 meter,Other,indoor,Other,Shopping
1528,Less than 1 meter,Coworker,indoor,Work,Work
1529,Less than 1 meter,Other,indoor,Leisure,Restaurant
1530,Pyshical contact,Coworker,indoor,Work,Work
1531,Less than 1 meter,Other,indoor,Leisure,Restaurant
1532,Less than 1 meter,Friend or acquaintance,indoor,Home,Home
1533,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1534,Between 1 and 2 meters,Other,indoor,Other,Shopping
1535,Between 1 and 2 meters,Other,indoor,Leisure,Restaurant
1536,Pyshical contact,Coworker,indoor,Work,Work
1537,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1538,Less than 1 meter,Coworker,indoor,Work,Work
1539,Less than 1 meter,Coworker,indoor,Home,Home
1540,Less than 1 meter,Coworker,indoor,Work,Work
1541,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1542,Less than 1 meter,Coworker,indoor,Home,Home
1543,Less than 1 meter,Coworker,indoor,Home,Home
1544,Between 1 and 2 meters,Other,indoor,Leisure,Restaurant
1545,Between 1 and 2 meters,Other,indoor,Home,Home
1546,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1547,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1548,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1549,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1550,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1551,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1552,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1553,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1554,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1555,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1556,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1557,Less than 1 meter,Coworker,indoor,Home,Home
1558,Less than 1 meter,Friend or acquaintance,outdoor,Transport,Transport
1559,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1560,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1561,Less than 1 meter,Coworker,indoor,Work,Work
1562,Less than 1 meter,Coworker,indoor,Work,Work
1563,Pyshical contact,Friend or acquaintance,indoor,Leisure,Homeguest
1564,Less than 1 meter,Coworker,indoor,Work,Work
1565,Between 1 and 2 meters,Friend or acquaintance,outdoor,Home,Home
1566,Between 1 and 2 meters,Friend or acquaintance,outdoor,Home,Home
1567,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1568,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1569,Between 1 and 2 meters,Other,indoor,Other,Shopping
1570,Between 1 and 2 meters,Friend or acquaintance,outdoor,Home,Home
1571,Between 1 and 2 meters,Friend or acquaintance,outdoor,Home,Home
1572,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1573,Less than 1 meter,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
1574,Between 1 and 2 meters,Coworker,indoor,Work,Work
1575,Between 1 and 2 meters,Other,indoor,Work,Work
1576,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1577,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1578,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1579,Less than 1 meter,Coworker,indoor,Work,Work
1580,Pyshical contact,Friend or acquaintance,outdoor,Leisure,Restaurant
1581,Between 1 and 2 meters,Coworker,indoor,Work,Work
1582,More than 2 meters,Coworker,indoor,Work,Work
1583,,Coworker,indoor,Work,Work
1584,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1585,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1586,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1587,Between 1 and 2 meters,Coworker,indoor,Work,Work
1588,Between 1 and 2 meters,Coworker,indoor,Work,Work
1589,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1590,Between 1 and 2 meters,Coworker,indoor,Work,Work
1591,Between 1 and 2 meters,Coworker,indoor,Work,Work
1592,More than 2 meters,Other,indoor,Work,Work
1593,Between 1 and 2 meters,Coworker,indoor,Work,Work
1594,Less than 1 meter,Coworker,indoor,Leisure,Homeguest
1595,Less than 1 meter,Coworker,indoor,Leisure,Homeguest
1596,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
1597,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1598,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1599,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1600,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1601,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1602,Between 1 and 2 meters,Coworker,indoor,Work,Work
1603,Between 1 and 2 meters,Coworker,indoor,Work,Work
1604,Between 1 and 2 meters,Coworker,indoor,Work,Work
1605,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1606,Between 1 and 2 meters,Coworker,indoor,Work,Work
1607,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1608,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1609,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1610,Less than 1 meter,Coworker,indoor,Work,Work
1611,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1612,Pyshical contact,Coworker,indoor,Work,Work
1613,Less than 1 meter,Friend or acquaintance,outdoor,Leisure,Leisure
1614,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1615,Pyshical contact,Coworker,indoor,Work,Work
1616,Pyshical contact,Coworker,indoor,Work,Work
1617,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1618,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1619,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1620,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1621,Between 1 and 2 meters,Other,indoor,Other,Shopping
1622,Less than 1 meter,Coworker,indoor,Work,Work
1623,Pyshical contact,Coworker,indoor,Work,Work
1624,Pyshical contact,Coworker,indoor,Work,Work
1625,Between 1 and 2 meters,Other,indoor,Other,Shopping
1626,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1627,Pyshical contact,Coworker,indoor,Work,Work
1628,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
1629,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
1630,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
1631,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1632,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1633,Less than 1 meter,Coworker,indoor,Work,Work
1634,Less than 1 meter,Coworker,indoor,Work,Work
1635,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1636,Between 1 and 2 meters,Other,indoor,Leisure,Restaurant
1637,Less than 1 meter,Other,indoor,Leisure,Restaurant
1638,Between 1 and 2 meters,Other,indoor,Leisure,Restaurant
1639,Between 1 and 2 meters,Other,indoor,Home,Home
1640,Less than 1 meter,Friend or acquaintance,indoor,Transport,Transport
1641,Pyshical contact,Non-cohabitant relative/family member,outdoor,Home,Home
1642,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
1643,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1644,Pyshical contact,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
1645,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
1646,Less than 1 meter,Non-cohabitant relative/family member,outdoor,Leisure,Homeguest
1647,More than 2 meters,Other,outdoor,Home,Home
1648,More than 2 meters,Friend or acquaintance,outdoor,Leisure,Homeguest
1649,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1650,More than 2 meters,Friend or acquaintance,outdoor,Leisure,Homeguest
1651,Less than 1 meter,Friend or acquaintance,indoor,Leisure,Homeguest
1652,Less than 1 meter,Friend or acquaintance,indoor,Leisure,Restaurant
1653,Between 1 and 2 meters,Friend or acquaintance,indoor,Leisure,Restaurant
1654,Between 1 and 2 meters,Friend or acquaintance,indoor,Leisure,Restaurant
1655,Less than 1 meter,Non-cohabitant relative/family member,outdoor,Leisure,Homeguest
1656,Less than 1 meter,Non-cohabitant relative/family member,outdoor,Leisure,Homeguest
1657,Between 1 and 2 meters,Friend or acquaintance,indoor,Home,Home
1658,Less than 1 meter,Friend or acquaintance,indoor,Leisure,Restaurant
1659,Less than 1 meter,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
1660,Pyshical contact,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
1661,Pyshical contact,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
1662,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1663,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1664,Less than 1 meter,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
1665,Less than 1 meter,Non-cohabitant relative/family member,indoor,Home,Home
1666,Less than 1 meter,Non-cohabitant relative/family member,indoor,Leisure,Homeguest
1667,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1668,Pyshical contact,Other,indoor,Home,Home
1669,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
1670,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
1671,Pyshical contact,Other,indoor,Home,Home
1672,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1673,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
1674,Pyshical contact,Other,indoor,Home,Home
1675,Pyshical contact,Other,indoor,Home,Home
1676,Pyshical contact,Other,indoor,Home,Home
1677,Pyshical contact,Other,indoor,Home,Home
1678,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1679,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1680,Less than 1 meter,Coworker,indoor,Home,Home
1681,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1682,Less than 1 meter,Coworker,indoor,Home,Home
1683,Less than 1 meter,Other,indoor,Home,Home
1684,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1685,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1686,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1687,Pyshical contact,Friend or acquaintance,indoor,Other,Shopping
1688,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1689,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1690,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1691,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1692,Pyshical contact,Other,indoor,Work,Work
1693,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1694,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1695,,Friend or acquaintance,outdoor,Other,Otheroutdoor
1696,Between 1 and 2 meters,Coworker,indoor,Other,Otherindoor
1697,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1698,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1699,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1700,Pyshical contact,Coworker,indoor,Home,Home
1701,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1702,Between 1 and 2 meters,Other,indoor,Home,Home
1703,Pyshical contact,Other,indoor,Home,Home
1704,Pyshical contact,Other,indoor,Home,Home
1705,Between 1 and 2 meters,Other,indoor,Home,Home
1706,Less than 1 meter,Other,indoor,Home,Home
1707,Between 1 and 2 meters,Other,indoor,Home,Home
1708,Pyshical contact,Other,indoor,Home,Home
1709,Pyshical contact,Other,indoor,Home,Home
1710,Pyshical contact,Other,indoor,Home,Home
1711,Pyshical contact,Other,indoor,Home,Home
1712,Between 1 and 2 meters,Other,indoor,Home,Home
1713,Between 1 and 2 meters,Other,indoor,Home,Home
1714,Pyshical contact,Other,indoor,Home,Home
1715,Between 1 and 2 meters,Other,indoor,Home,Home
1716,Pyshical contact,Other,indoor,Home,Home
1717,Pyshical contact,Other,indoor,Home,Home
1718,Pyshical contact,Other,indoor,Home,Home
1719,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1720,Between 1 and 2 meters,Coworker,indoor,Work,Work
1721,Between 1 and 2 meters,Coworker,indoor,Work,Work
1722,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1723,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1724,Between 1 and 2 meters,Coworker,outdoor,Work,Work
1725,Between 1 and 2 meters,Coworker,outdoor,Work,Work
1726,Between 1 and 2 meters,Coworker,outdoor,Work,Work
1727,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1728,Between 1 and 2 meters,Cohabitant,outdoor,Home,Cohabitant
1729,Between 1 and 2 meters,Cohabitant,outdoor,Home,Cohabitant
1730,Between 1 and 2 meters,Cohabitant,outdoor,Home,Cohabitant
1731,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1732,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1733,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1734,Between 1 and 2 meters,Friend or acquaintance,outdoor,Other,Otheroutdoor
1735,Less than 1 meter,Friend or acquaintance,indoor,Home,Home
1736,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1737,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1738,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1739,Pyshical contact,Friend or acquaintance,outdoor,Home,Home
1740,Pyshical contact,Cohabitant,indoor,Leisure,Homeguest
1741,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1742,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1743,Pyshical contact,Cohabitant,indoor,Leisure,Homeguest
1744,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1745,Pyshical contact,Non-cohabitant relative/family member,outdoor,Home,Home
1746,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1747,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1748,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1749,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1750,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1751,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1752,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1753,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1754,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
1755,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
1756,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
1757,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1758,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1759,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1760,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1761,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1762,Less than 1 meter,Coworker,indoor,Work,Work
1763,Less than 1 meter,Coworker,indoor,Work,Work
1764,Less than 1 meter,Coworker,indoor,Work,Work
1765,Pyshical contact,Coworker,indoor,Work,Work
1766,Pyshical contact,Coworker,indoor,Work,Work
1767,Less than 1 meter,Coworker,indoor,Work,Work
1768,Less than 1 meter,Coworker,indoor,Work,Work
1769,Less than 1 meter,Coworker,indoor,Work,Work
1770,Less than 1 meter,Coworker,indoor,Work,Work
1771,Less than 1 meter,Coworker,indoor,Work,Work
1772,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1773,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1774,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1775,Less than 1 meter,Coworker,indoor,Work,Work
1776,Less than 1 meter,Coworker,indoor,Work,Work
1777,Less than 1 meter,Coworker,indoor,Work,Work
1778,Less than 1 meter,Friend or acquaintance,outdoor,Other,Otheroutdoor
1779,Less than 1 meter,Friend or acquaintance,outdoor,Other,Otheroutdoor
1780,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1781,Less than 1 meter,Coworker,indoor,Work,Work
1782,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1783,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1784,More than 2 meters,Coworker,indoor,Work,Work
1785,More than 2 meters,Coworker,indoor,Work,Work
1786,More than 2 meters,Coworker,indoor,Work,Work
1787,Between 1 and 2 meters,Cohabitant,indoor,Home,Cohabitant
1788,Pyshical contact,School/college mate,indoor,School,School
1789,Pyshical contact,School/college mate,indoor,School,School
1790,Pyshical contact,School/college mate,indoor,School,School
1791,Pyshical contact,School/college mate,indoor,School,School
1792,Pyshical contact,School/college mate,indoor,School,School
1793,Pyshical contact,School/college mate,indoor,School,School
1794,Pyshical contact,School/college mate,indoor,School,School
1795,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1796,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1797,Pyshical contact,School/college mate,indoor,School,School
1798,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1799,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1800,More than 2 meters,Coworker,indoor,Home,Home
1801,More than 2 meters,Coworker,outdoor,Home,Home
1802,More than 2 meters,Coworker,indoor,Home,Home
1803,Between 1 and 2 meters,Coworker,indoor,Home,Home
1804,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1805,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1806,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1807,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1808,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1809,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1810,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1811,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1812,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1813,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1814,Between 1 and 2 meters,Other,indoor,Other,Shopping
1815,Between 1 and 2 meters,Other,indoor,Leisure,Restaurant
1816,More than 2 meters,Non-cohabitant relative/family member,indoor,Work,Work
1817,More than 2 meters,Friend or acquaintance,indoor,Work,Work
1818,Less than 1 meter,Cohabitant,indoor,Home,Cohabitant
1819,Between 1 and 2 meters,Friend or acquaintance,outdoor,Work,Work
1820,Between 1 and 2 meters,Friend or acquaintance,indoor,Leisure,Restaurant
1821,More than 2 meters,Coworker,outdoor,Other,Otheroutdoor
1822,More than 2 meters,Non-cohabitant relative/family member,outdoor,Work,Work
1823,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1824,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1825,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1826,Less than 1 meter,Friend or acquaintance,indoor,Transport,Transport
1827,Pyshical contact,School/college mate,indoor,School,School
1828,Pyshical contact,School/college mate,indoor,School,School
1829,Pyshical contact,School/college mate,indoor,School,School
1830,Pyshical contact,School/college mate,indoor,School,School
1831,Pyshical contact,School/college mate,indoor,School,School
1832,Pyshical contact,School/college mate,indoor,School,School
1833,Pyshical contact,School/college mate,indoor,School,School
1834,Pyshical contact,School/college mate,indoor,School,School
1835,Pyshical contact,School/college mate,indoor,School,School
1836,Pyshical contact,School/college mate,indoor,School,School
1837,Pyshical contact,School/college mate,indoor,School,School
1838,Pyshical contact,School/college mate,indoor,School,School
1839,Pyshical contact,School/college mate,indoor,School,School
1840,Pyshical contact,School/college mate,indoor,School,School
1841,Pyshical contact,School/college mate,indoor,School,School
1842,Pyshical contact,School/college mate,indoor,School,School
1843,Pyshical contact,School/college mate,indoor,School,School
1844,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1845,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1846,Less than 1 meter,Other,indoor,School,School
1847,Pyshical contact,Other,indoor,School,School
1848,Pyshical contact,Other,indoor,School,School
1849,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1850,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1851,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1852,Less than 1 meter,Friend or acquaintance,indoor,Home,Home
1853,Less than 1 meter,Coworker,indoor,Home,Home
1854,Pyshical contact,Coworker,indoor,Home,Home
1855,Pyshical contact,Friend or acquaintance,indoor,Home,Home
1856,Less than 1 meter,Coworker,indoor,Home,Home
1857,Pyshical contact,Coworker,indoor,Home,Home
1858,Pyshical contact,Coworker,indoor,Home,Home
1859,Between 1 and 2 meters,Coworker,indoor,Leisure,Restaurant
1860,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1861,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1862,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1863,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1864,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1865,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1866,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1867,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1868,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1869,More than 2 meters,Other,outdoor,Other,Otheroutdoor
1870,Pyshical contact,Other,indoor,Other,Otherindoor
1871,Less than 1 meter,Other,indoor,Other,Otherindoor
1872,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1873,Pyshical contact,School/college mate,indoor,School,School
1874,Pyshical contact,School/college mate,indoor,School,School
1875,Pyshical contact,School/college mate,indoor,School,School
1876,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1877,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1878,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1879,Pyshical contact,School/college mate,indoor,School,School
1880,Pyshical contact,School/college mate,indoor,School,School
1881,Pyshical contact,School/college mate,indoor,School,School
1882,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1883,Pyshical contact,Non-cohabitant relative/family member,indoor,Home,Home
1884,Pyshical contact,School/college mate,indoor,School,School
1885,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1886,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1887,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1888,Between 1 and 2 meters,Coworker,indoor,Work,Work
1889,Less than 1 meter,Coworker,indoor,Work,Work
1890,Less than 1 meter,Coworker,indoor,Work,Work
1891,Between 1 and 2 meters,Coworker,indoor,Work,Work
1892,Less than 1 meter,Coworker,indoor,Work,Work
1893,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1894,Between 1 and 2 meters,Coworker,indoor,Work,Work
1895,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1896,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1897,,Coworker,outdoor,Work,Work
1898,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1899,Pyshical contact,Coworker,outdoor,Home,Home
1900,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1901,Between 1 and 2 meters,Coworker,indoor,Work,Work
1902,Between 1 and 2 meters,Coworker,indoor,Work,Work
1903,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1904,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1905,Pyshical contact,Cohabitant,indoor,Home,Cohabitant
1906,Pyshical contact,School/college mate,indoor,School,School
1907,Pyshical contact,School/college mate,indoor,School,School
1908,Pyshical contact,School/college mate,indoor,School,School
1909,Pyshical contact,School/college mate,indoor,Home,Home
