contacts,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70+
0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.007159904534606205,0.0027929191390453152,0.0108485467169731,0.0,0.0,0.0016366612111292963,0.006896551724137931,0.0,0.0
5-9,0.0,0.0,0.04134439090973863,0.0,0.012049639547358774,0.0,0.0022988505747126436,0.0026697668542830697,0.03100691766698618,0.0020810792881963574,0.000940365620790887,0.0,0.0,0.0,0.0036003600360036
10-14,0.0,0.04557439768032042,0.14285714285714285,0.03658988148542175,0.0,0.002544529262086514,0.0,0.0035650623885918,0.0,0.003402477839694696,0.0030774466136618468,0.001579778830963665,0.0,0.0,0.0
15-19,0.0,0.0,0.036882186558445544,0.47200000000000003,0.003676470588235294,0.0,0.0,0.005237816074162968,0.037076674544502156,0.024033442127207164,0.01972099038538571,0.0,0.0,0.0,0.0009132420091324202
20-24,0.0,0.013888888888888888,0.0,0.003813858245464731,0.42857142857142855,0.019923958181620894,0.035473774557659064,0.058042485288210675,0.0,0.0,0.0,0.02193017480207518,0.0033222591362126247,0.0,0.005371530886302596
25-29,0.0,0.0,0.002738234544484201,0.0,0.020504524781576074,0.0,0.030304729926382334,0.03305894401039771,0.010129044594734403,0.013392808614455718,0.005654873426453336,0.008642828602969306,0.015381185074382655,0.0035900307414731335,0.0
30-34,0.008827196666962847,0.0028794339521087562,0.0,0.0,0.03854875283446712,0.0319992103507826,0.013605442176870748,0.012711864406779662,0.004954007659874217,0.004950998190884589,0.028807982027831067,0.001282051282051282,0.00888103559368703,0.020183486238532108,0.005537974683544304
35-39,0.0037105751391465673,0.0036036036036036032,0.004365424390815842,0.006362882785093329,0.06796983688147315,0.03761708320888804,0.013698611506176125,0.004830917874396135,0.0033815477939249327,0.0012453300124533,0.002366863905325444,0.0022222222222222222,0.0034522439585730723,0.0,0.001445086705202312
40-44,0.016563146997929608,0.04809619238476954,0.0,0.051759834368530024,0.0,0.013245033112582783,0.006134969325153374,0.0038860103626943004,0.013966480446927375,0.007064485834013006,0.024928627303879444,0.007374246710992287,0.002488119919838751,0.0,0.012048192771084336
45-49,0.0,0.0037735849056603774,0.005597014925373133,0.03922125428687182,0.0,0.02047244094488189,0.007167404063456131,0.0016729627772417938,0.008258362793348002,0.015424164524421592,0.017841677205106394,0.569956953159359,0.007804616039263943,0.0,0.0036791758646063277
50-54,0.0,0.001748251748251748,0.00519031141868512,0.03299711364376919,0.0,0.008862629246676515,0.04275862068965517,0.003259994287747686,0.029878135514903058,0.018292682926829267,0.016241299303944315,0.0033664295317948046,0.02708803611738149,0.001466275659824047,0.0038963751630174603
55-59,0.002870049931425064,0.0,0.002553309261345676,0.0,0.03389691039960012,0.012980751489846556,0.001823561812828745,0.002933156803431429,0.008469875626173507,0.56,0.003226069876130429,0.026748971193415638,0.006242349623083499,0.0,0.0036140071539576594
60-64,0.010294255716560275,0.0,0.0,0.0,0.004371030312047139,0.019663735543412338,0.010752538202627974,0.003878658687178874,0.0024325566888102742,0.006527243354541498,0.022096019961367865,0.005313496280552604,0.0,0.0016154595438853093,0.0032186923206203623
65-69,0.0,0.0,0.0,0.0,0.0,0.004024144869215292,0.021426082805877864,0.0,0.0,0.0,0.0010487002502277973,0.0,0.0014164305949008497,0.0,0.010219407610996236
70+,0.0,0.013764873642526983,0.0,0.003142332814230261,0.017816850094625837,0.0,0.016903665286471574,0.004093139314316273,0.02969587348377743,0.007757313535924128,0.00801271756732256,0.007755393434261633,0.008114504375070062,0.029383873395340824,0.02268041237113402
