contacts,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70+
0-4,0.0,0.0,0.0036144006148238054,0.0,0.0,0.0,0.00759493670886076,0.0039965931396781194,0.004527518488736757,0.003875968992248062,0.0,0.0016313213703099507,0.00925925925925926,0.0,0.0
5-9,0.0,0.0,0.013338902315463003,0.0,0.02344794722729275,0.0,0.00477326968973747,0.003773482013906037,0.05489679991968868,0.005106351957148469,0.0029286159805393145,0.0,0.0,0.0,0.001693480101608806
10-14,0.00392156862745098,0.01470362545843346,0.11347517730496454,0.02729558092821803,0.0,0.008219178082191782,0.0,0.0,0.0021691973969631233,0.0011195384420358242,0.0010702552001784283,0.0,0.0,0.0,0.0008445945945945946
15-19,0.0,0.0,0.027513636752739587,0.4122807017543859,0.0,0.0,0.0,0.0017699115044247787,0.0,0.0035625916925312415,0.020042748952358164,0.0,0.0,0.0,0.0
20-24,0.0,0.027027027027027025,0.0,0.0,0.36075949367088606,0.23681160372694732,0.0,0.07645621386976385,0.0,0.0,0.005253940455341506,0.016382954793648676,0.0,0.0,0.002497918401332223
25-29,0.0,0.0,0.008844872679306502,0.0,0.2437120853658072,0.008928571428571428,0.01917282590123412,0.019304627520567892,0.04920220651026775,0.012540329521031282,0.041472312378515196,0.007833022501641446,0.021401621054940315,0.0,0.0055248618784530384
30-34,0.009363532666980845,0.00597877694113274,0.0,0.0,0.0,0.02024486905255066,0.046263345195729534,0.18908634217908682,0.005374397660961713,0.013041960207717243,0.0184451962644498,0.010256410256410255,0.012483660296797445,0.014925373134328358,0.006537189962574202
35-39,0.005309734513274336,0.005093378607809847,0.0,0.0021500830275799155,0.08953297501818738,0.021966333211653487,0.20376400028730196,0.013303769401330377,0.003385933718430672,0.004090002264154168,0.008101851851851853,0.005263157894736842,0.002280501710376283,0.0,0.003150001265801449
40-44,0.0069124423963133645,0.0851528384279476,0.0030524378856905893,0.0,0.0,0.06433823529411765,0.0066555740432612314,0.0038910505836575876,0.015625,0.002569853439891334,0.038885443948351056,0.003189172297971606,0.004052066346955636,0.0034782608695652175,0.012472487160674983
45-49,0.006917751956366188,0.009259259259259259,0.001841620626151013,0.005813953488372093,0.0,0.019169329073482427,0.018880434810161845,0.005494464502051959,0.0030041509787132365,0.01243781094527363,0.014360908277975206,0.11070196093550257,0.00385953942718952,0.0,0.0034602076124567475
50-54,0.0,0.0054446460980036296,0.0018050541516245488,0.03353547930354428,0.008474204233383475,0.06499769329826684,0.02737752161383285,0.01115906609492336,0.04660603849876621,0.014723926380368096,0.01694915254237288,0.0067220655931839405,0.02264600715137068,0.002994011976047904,0.0027283981700492043
55-59,0.002860685983851083,0.0,0.0,0.0,0.02532271428445063,0.011764495534858971,0.014588494502629959,0.006946950323916542,0.003663003663003663,0.10876803551609322,0.006441796303985536,0.014028056112224449,0.005080260320278115,0.005331119339214455,0.00475356420982136
60-64,0.013820991471307777,0.0,0.0,0.0,0.0,0.02736042863989546,0.01511434481192272,0.0025621850240657097,0.003961577983921589,0.0032278529720072657,0.01847260627878758,0.0043243243243243235,0.0,0.01968449982353933,0.0006807351940095302
65-69,0.0,0.0,0.0,0.0,0.0,0.0,0.015844253906653238,0.0,0.0029816250279715052,0.0,0.002141357995974125,0.003978779840848806,0.017259316645171878,0.00392156862745098,0.01577649976350262
70+,0.0,0.006474502378004859,0.0029293431901345575,0.0,0.008285354519440907,0.017806566541589783,0.019953589056625008,0.00892222866266897,0.03074165626236974,0.007295632591917571,0.005610826225181442,0.010200799027699317,0.0017161717119298474,0.04536218627521738,0.019175455417066157
