contacts,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70+
0-4,0.0,0.0,0.003517832659465917,0.0,0.0,0.0,0.017676767676767676,0.004665444470905242,0.011268490460855925,0.00380952380952381,0.0,0.008445945945945945,0.0036968576709796672,0.0,0.0
5-9,0.0,0.0,0.08432191561009261,0.0,0.048198558189435095,0.0,0.0022123893805309734,0.005487854089359644,0.007424401111240933,0.004746006982547631,0.0018420860790835185,0.0,0.0,0.0,0.00490596892886345
10-14,0.00381679389312977,0.09294901752381561,0.1870967741935484,0.048590804739190765,0.0,0.005633802816901408,0.0,0.0037593984962406017,0.0,0.0021218477278375303,0.005146886986969177,0.0,0.0,0.0,0.0
15-19,0.0,0.0,0.048978981419490565,0.9541984732824427,0.0037655340893626103,0.0,0.0,0.005557446582625669,0.010254088886295443,0.006696893673392061,0.017323421554153534,0.0,0.0,0.0,0.001679261125104954
20-24,0.0,0.05555555555555555,0.0,0.00390625,0.064,0.03024650943192927,0.002222781270236949,0.04892795666670556,0.0,0.0,0.0,0.02121459069648655,0.007155635062611807,0.0,0.002531645569620253
25-29,0.0,0.0,0.0060626826815903725,0.0,0.031127866087134762,0.005,0.01183677856867516,0.011711708655278739,0.002741013859865403,0.007969454919227816,0.010106467691738546,0.015078969468406509,0.018240412420007072,0.001956409296614197,0.0007936507936507937
30-34,0.02179307055909262,0.0027711366574497986,0.0,0.0,0.0024154589371980675,0.012498628703004173,0.017301038062283735,0.0045045045045045045,0.004992292108559489,0.00815143356258607,0.027029361571776152,0.005167958656330749,0.01286831441126303,0.011009174311926606,0.004447739065974796
35-39,0.006198347107438017,0.007407407407407408,0.004603389254224976,0.0067511689393017806,0.057296396201271034,0.013326509124589986,0.0048541626358221705,0.005305039787798409,0.002367850246630429,0.003773584905660377,0.00739866238081393,0.001160092807424594,0.0012330456226880395,0.0,0.0006958942240779402
40-44,0.017204301075268814,0.011516314779270634,0.0,0.014314928425357873,0.0,0.0035842293906810036,0.006182380216383308,0.0027210884353741495,0.008379888268156424,0.004968343020105082,0.025673940949935817,0.001032792452368029,0.005108185593002285,0.003257328990228013,0.009873060648801129
45-49,0.006799161922828483,0.008605851979345954,0.003490401396160558,0.01092896174863388,0.0,0.012182224049755117,0.011800573497893645,0.005069392868396832,0.005807978118418647,0.01674641148325359,0.013950107564421688,0.0011271099374295186,0.002577111086517515,0.002023310933104365,0.008795669824086604
50-54,0.0,0.003424657534246575,0.008680555555555556,0.02898550724637681,0.0,0.015839413085072425,0.040118680226007244,0.010190529774085454,0.03077142907040153,0.01430274135876043,0.026128266033254157,0.005710851833677341,0.014035087719298244,0.0014771048744460858,0.0033575609288262268
55-59,0.014810815102201978,0.0,0.0,0.0,0.03279085034629765,0.022647256399961683,0.007350791803650756,0.0015312303498191916,0.0011862396204033213,0.0011074197120708748,0.005472744013699341,0.010309278350515464,0.0025567142525882796,0.0036164318324495713,0.006855657234761741
60-64,0.005518177740854861,0.0,0.0,0.0,0.009414526825947683,0.023319051444687777,0.015580057173612754,0.0013853491159714103,0.004994112595966547,0.0021553182281819345,0.0114485811027906,0.002176278563656148,0.0,0.017978470115696064,0.0018696909494257084
65-69,0.0,0.0,0.0,0.0,0.0,0.002192982456140351,0.011686954257751564,0.0,0.002792238421960286,0.001483679525222552,0.001056445451485019,0.002699055330634278,0.01576347437345076,0.0078125,0.00303951367781155
70+,0.0,0.018756469276591345,0.0,0.005778093084100985,0.008397224285104246,0.0025579274158950404,0.013575918408620187,0.001971087268967892,0.024334700273730164,0.018545122901105764,0.006904670703456386,0.014711735987516081,0.004713596043942364,0.008739516857720751,0.07452830188679245
