contacts,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70+
0-4,0.0,0.0,0.0036286305385042146,0.0,0.0,0.0,0.014634146341463414,0.0028138007774680843,0.00796813878390816,0.007662835249042145,0.0,0.001697792869269949,0.0018975332068311196,0.0,0.0
5-9,0.0,0.0,0.03671764981511705,0.0,0.05047703548566294,0.0,0.0,0.006464749581706387,0.018665727069946115,0.004923982244393167,0.002739673014052907,0.0,0.0,0.0,0.001682085786375105
10-14,0.003937007874015748,0.040474287750765336,0.08,0.02313293995874604,0.0,0.0026041666666666665,0.0,0.0017211703958691911,0.002188183807439825,0.010702629824391768,0.007945345137673022,0.004724409448818898,0.0,0.0,0.0
15-19,0.0,0.0,0.02331774175173874,0.787037037037037,0.024896265560165977,0.0,0.0,0.0037105751391465678,0.0034521510949387067,0.01661677468111998,0.006461168039116724,0.0,0.0,0.0,0.0008658008658008658
20-24,0.0,0.05818181818181818,0.0,0.025826625131113865,0.015037593984962407,0.07084468664850135,0.0,0.01816903721054036,0.0,0.0,0.0,0.07995237552488584,0.0,0.0,0.002542372881355932
25-29,0.0,0.0,0.0028024119166205497,0.0,0.07290903844433837,0.004273504273504273,0.02328957303734131,0.022830705572509383,0.02261716427068236,0.010090966763951824,0.02045934663140595,0.007411813749455435,0.004762318034351545,0.0,0.00078064012490242
30-34,0.01804192879735333,0.0,0.0,0.0,0.0,0.024591802943375193,0.029411764705882353,0.08611994684536026,0.00658648652984908,0.005624720506300087,0.0062631413610608165,0.006321112515802781,0.012284892975328886,0.007272727272727273,0.007390983000739099
35-39,0.003738317757009346,0.008726003490401396,0.002107575803139146,0.004507595215520046,0.02127659574468085,0.025978583918729873,0.09280493065501409,0.0069605568445475635,0.0011791124195619006,0.0035335689045936395,0.003931738371235488,0.004366812227074236,0.00117096018735363,0.0,0.0033829499323410014
40-44,0.0121654501216545,0.028953229398663696,0.0030791550663093253,0.004819277108433735,0.0,0.029574861367837338,0.008156606851549755,0.0013550135501355014,0.013029315960912053,0.004137931034482758,0.021220159151193633,0.0021985960539046678,0.0028023054652846703,0.0,0.004431314623338257
45-49,0.013676475132126257,0.008928571428571428,0.017605633802816902,0.02711766137144648,0.0,0.01542519773849283,0.008142730628923395,0.004746957986307988,0.004837228992955682,0.026315789473684213,0.020296196959334906,0.22316776761104468,0.0026108188415135823,0.004119974528436079,0.008191126279863481
50-54,0.0,0.005093378607809847,0.013400335008375208,0.010810810810810811,0.0,0.032065015456431686,0.009296148738379813,0.00541537035665922,0.025433361534050708,0.020809248554913295,0.026845637583892617,0.008723738005347374,0.01724137931034483,0.006941197571080297,0.0063495809021391035
55-59,0.002977250438201552,0.0,0.007635802027236911,0.0,0.12358034233023009,0.01113187785971538,0.008991012730761196,0.005763845246917655,0.002525252525252525,0.21926910299003322,0.008360011139547227,0.030927835051546393,0.0,0.0018379807872737535,0.008701041782992518
60-64,0.0028323853489587093,0.0,0.0,0.0,0.0,0.006088280060882801,0.014873691208524942,0.0013155950035747233,0.0027397260273972603,0.002183509073021413,0.014063989716790182,0.0,0.0,0.00512975009587569,0.00692059395494424
65-69,0.0,0.0,0.0,0.0,0.0,0.0,0.007720472812696487,0.0,0.0,0.0030211480362537764,0.004964438699436636,0.0013717421124828533,0.004497751124437781,0.012295081967213115,0.012393493415956622
70+,0.0,0.006430939704309285,0.0,0.0029790947459585595,0.008432805743939432,0.002515994179568892,0.022559637759581957,0.00958204467356854,0.010922115948981655,0.017270480429194632,0.013057623126902639,0.01867179544488718,0.017447206608009944,0.03563502458485053,0.06876790830945559
