contacts,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70+
0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713,0.007293524302061168,0.0163065811129606,0.0,0.0,0.0032414910858995136,0.003355704697986577,0.0,0.0
5-9,0.0,0.0,0.10145904635214595,0.0,0.012438337597273573,0.0,0.002207505518763797,0.0014165588949589904,0.04482475844734897,0.0029543893466359005,0.0019348530039294512,0.0,0.0,0.0,0.0035211267605633804
10-14,0.0,0.11183947386753251,0.19858156028368792,0.03915166295816472,0.0,0.0,0.0,0.0019193857965451057,0.0,0.004357773290505036,0.011437350953230403,0.0,0.0,0.0,0.0
15-19,0.0,0.0,0.03946443329890903,0.44247787610619466,0.023517698423724146,0.0,0.0,0.005367881801110911,0.003121225935511031,0.010710555899419324,0.014771016287144223,0.0,0.0,0.0,0.0009041591320072332
20-24,0.0,0.014336917562724013,0.0,0.024396541708967122,0.007352941176470588,0.10915689620486857,0.016506393648037614,0.022646323139648393,0.0,0.0,0.0,0.049383578200198786,0.010067114093959733,0.0,0.0
25-29,0.0,0.0,0.0,0.0,0.11233763205633107,0.003952569169960474,0.024020276412406477,0.02714442212593798,0.02042718843145101,0.015678258910715493,0.034019066996122845,0.01088532126166253,0.002194139515125501,0.0,0.0
30-34,0.0027642716019861237,0.0027650193579852296,0.0,0.0,0.017937219730941704,0.025363363391514394,0.01935483870967742,0.017391304347826087,0.007385700444141744,0.009302700864853299,0.007906148609790865,0.01390644753476612,0.016599525725779933,0.021164021164021166,0.00101889467016433
35-39,0.009689922480620155,0.0019120458891013386,0.0023502908668403912,0.006520886228362378,0.026519658524678667,0.03088707205673102,0.01874128878526125,0.0026315789473684214,0.0023972037620845254,0.0037641154328732747,0.0034376206115666825,0.0011614401858304297,0.0011904761904761904,0.0,0.0021849963583394027
40-44,0.024896265560165973,0.06952965235173825,0.0,0.004357298474945534,0.0,0.026711185308848077,0.009146341463414634,0.002754820936639118,0.008670520231213872,0.006363609677066242,0.02876725095043536,0.00542028554943772,0.0037504236908547203,0.0016583747927031507,0.005227781926811053
45-49,0.0,0.005357142857142857,0.007168458781362007,0.017479037512039334,0.0,0.0239660133216378,0.013467226892271077,0.005056671681776012,0.007439040663858225,0.026378896882494007,0.011751144825853207,0.11333856052325783,0.013435341599602841,0.00404662186620873,0.006382978723404255
50-54,0.0,0.0035971223021582736,0.019289827153629972,0.024714828897338403,0.0,0.053316556422657535,0.011734803541445564,0.004734798452896336,0.03447890699359016,0.012048192771084338,0.024213075060532687,0.009240545460813765,0.08361970217640322,0.008955223880597015,0.005689900426742532
55-59,0.005684280415237324,0.0,0.0,0.0,0.07633093400173825,0.01634877384196185,0.019780228007674632,0.0015330087822812348,0.006225604629371755,0.111358574610245,0.008855270864455487,0.01871101871101871,0.004993879698466799,0.003631132774857903,0.0047489823609226595
60-64,0.005008949929198791,0.0,0.0,0.0,0.01324510191872002,0.0028050490883590458,0.02009754747957882,0.0013375215869676352,0.0036666714342500064,0.011236394427453885,0.06820954462873954,0.004250797024442083,0.0,0.006362702582889977,0.00274142855891605
65-69,0.0,0.0,0.0,0.0,0.0,0.0,0.02246698437557179,0.0,0.0014215873889582217,0.0029673590504451035,0.00640489764765992,0.0027100271002710027,0.0055788005578800565,0.007782101167315175,0.0056
70+,0.0,0.013461949486661512,0.0,0.0031110799562225457,0.0,0.0,0.0031099915494024856,0.006188898191202172,0.012885214708046816,0.01345811373870752,0.011701020358206126,0.010190966717094494,0.006911295588196759,0.016101685858664713,0.0594159113796576
